Chemical name	Distance (lower = more similar)
Dichloro(1,1,2,3,3,3-hexafluoropropyl)methylsilane	24
3,3,3-Trifluoro-1-(heptafluoropropoxy)prop-1-yne	24
1,1,1,2,4,4,4-Heptafluoro-2-iodobutane	24
1,1,1,2,2-Pentafluoro-2-[(pentafluoroethyl)selanyl]ethane	24
Dichloro(1,1,1,2,3,3-hexafluoropropan-2-yl)methylsilane	24
1,1,1,2,2,3,3,4,4,6,6,8,8-Tridecafluoro-8-iodooctane	24
1,1,1,2,2,4,4-Heptafluoro-4-iodobutane	24
1,1,1,2,2,3,3,4,4,5-Decafluoropentane	24
1,3,3-Trichloro-1,1,4,4,5,5,5-heptafluoropentan-2-one	24
1,1,2,2,3,3,4-Heptafluoro-4-iodobutane	24
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,10-Octadecafluoro-10-iododecane	24
1,1,1,2,3,4-Hexafluorobutane	24
2-Bromo-1,1,1,2,4,4,5,5,5-nonafluoropentan-3-one	24
Bis(1,1,2,2,3,3,4,4-octafluorobutyl)mercury	24
1,1,2,2-Tetrafluoro-1,2-bis(1,1,2,2-tetrafluoro-2-iodoethoxy)ethane	24
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8-Hexadecafluorooctane	24
1,1,3,4,4,4-Hexafluoro-3-(trifluoromethyl)butan-2-one	24
2-(2-Chloro-1,1,2-trifluoroethoxy)-1,1,1,2-tetrafluoroethane	24
1-(1-Chloro-2,2,2-trifluoroethoxy)-1,1,2,2-tetrafluoroethane	24
1-Chloro-1,1,2,2-tetrafluoro-2-(1,2,2,2-tetrafluoroethoxy)ethane	24
1,1-Dichloro-1,2,2-trifluoro-2-(1,2,2,2-tetrafluoroethoxy)ethane	24
2,3-Dichloro-1,1,1,3,4,4,5,5,5-nonafluoro-2-(trifluoromethyl)pentane	24
2,2,3,3-Tetrafluorobutanoic acid	24
1,1,3,3-Tetraethenyl-1,3-bis[(trifluoroacetyl)oxy]distannoxane	24
Hexafluoropropan-2-one--(~2~H_2_)water (1/1)	24
1,1,1,3,3,3-Hexafluoropropan-2-(~2~H)ol	24
1-Chloro-1,1,3,3,4,4,4-heptafluorobutan-2-one	24
1,1,1-Trichloro-3,3,4,4,4-pentafluorobutan-2-one	24
3,3,4,4,5,5,6,6,7,7,7-Undecafluoroheptan-2-one	24
1,1-Dichloro-1,3,3,4,4,4-hexafluorobutan-2-one	24
1-Bromo-1,1,3-trichloro-2,2,3,3-tetrafluoropropane	24
Dibromo[tris(pentafluoroethyl)]-lambda~5~-stibane	24
1,1,2,2,3,3-Hexafluorobutane	24
(2-Chloro-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid	24
1-Chloro-1,1,3,3,3-pentafluoro-2-(trifluoromethyl)propan-2-ol	24
3,3-Dichloro-1,1,1,4,4,4-hexafluoro-2-(trifluoromethyl)butan-2-ol	24
4-Chloro-1,1,1,3,3,4,4-heptafluorobutan-2-one	24
1,3-Dichloro-1,1,3,4,4,4-hexafluorobutan-2-one	24
3,4-Dibromo-2,2,3,4,4-pentafluorobutanoyl chloride	24
1-Bromo-1,3,5,5,5-pentachloro-1,2,2,3,4,4-hexafluoropentane	24
1,1,1,2,4,4,5,5,6,6,7,7-Dodecafluoro-2-(trifluoromethyl)heptan-3-one	24
1,1,1,3,4,4,4-Heptafluoro-3-(trifluoromethyl)butan-2-one	24
1,1,1,2,3,3-Hexafluoro-3-(trifluoromethoxy)-2-(trifluoromethyl)propane	24
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecan-2-one	24
1,2,2,3,3,4,4,5-Octafluoropentan-1-ol	24
Octafluorobutane-2,2-diol	24
Undecafluorohexanenitrile	24
4,4,5,5,6,6-Hexafluorohex-2-ynoic acid	24
3-(Ethylsulfanyl)-2,2,3,3-tetrafluoropropanoyl fluoride	24
(Chloromethyl)(pentafluoroethyl)phosphinic chloride	24
1,1,1,2,2-Pentafluoro-2-[(pentafluoroethyl)tellanyl]ethane	24
Methyl 3-(chlorosulfanyl)-2,2,3,3-tetrafluoropropanoate	24
1,1,1,2,3,3,4,4-Octafluoro-4-[1,1,2,2,3,4,4,4-octafluoro-3-(trifluoromethyl)butoxy]-2-(trifluoromethyl)butane	24
1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-yne	24
Bis(2,2,3,3,4,4,5,5-octafluoropentyl) bis{tris[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]silyl} orthosilicate	24
1-Bromo-1-chloro-1,2,2,2-tetrafluoroethane	24
1,1,1,4,4,5,6,6,6-Nonafluoro-2,2,5-tris(trifluoromethyl)hexan-3-one	24
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-Octadecafluoroundec-1-yne	24
1,1,1,2,2,3,3,4,5,5,5-Undecafluoro-4-(pentafluoroethoxy)pentane	24
1,1,1,4,4,4-Hexafluoro-3,3-bis(trifluoromethyl)butan-2-one	24
1-Bromo-4-chloro-1,1,2,2,3,3,4,4-octafluorobutane	24
2,3,3,3-Tetrafluoro-2-(trifluoromethoxy)propanoic acid	24
PUBCHEM_13213328	24
(2-Bromo-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid	24
2,2'-Oxybis(difluoroacetic acid)	24
Difluoro(1,1,2,2,3,3,4,4-octafluoro-4-iodobutoxy)acetic acid	24
Difluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)acetic acid	24
1,1,2,2-Tetrafluoro-1-iodo-2-(1,1,2,2-tetrafluoro-2-iodoethoxy)ethane	24
[(Heptadecafluorooctyl)sulfanyl]acetic acid	24
Difluoro(1,1,2,2-tetrafluoroethoxy)acetyl fluoride	24
1,1,1,2,3,3,4-Heptafluorobutane	24
Bis(tridecafluorohexyl)mercury	24
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-2-one	24
2,2,3,3-Tetrafluoropropanoic anhydride	24
3,3,3-Trifluoro-2-(trifluoromethyl)propanenitrile	24
1,1,1,3,3,4,5,5,5-Nonafluoro-4-(trifluoromethyl)pentan-2-one	24
Difluoro(trifluoromethoxy)acetyl fluoride	24
Propane, 1,1,1,3,3,3-hexafluoro-2-(1,1,2,3,3,3-hexafluoropropoxy)-	24
AGN-PC-0NHUOJ	24
1-Heptene, 1,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-, (1E)-	24
Pentane, 1,1,1,2,2,3,3,5,5,5-decafluoro-4-methyl-4-(trifluoromethyl)-	24
Propanoic acid, pentafluoro-, heptafluoropropyl ester	24
Acetic acid, trifluoro-, pentafluoroethyl ester	24
Hexane, 1-bromo-6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-	24
2-Pentanone, 1,1-dichloro-1,3,3,4,4,5,5,5-octafluoro-	24
2-(Difluoromethoxy)-1,1,1,3,3,3-hexafluoropropane	24
Propane, 1,1,1,2,2,3,3-heptafluoro-3-(1,1,2,2-tetrafluoro-2-iodoethoxy)-	24
1,2-Dichloro-4-iodoperfluorobutane	24
N-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctyl)sulfonyl]glycine	24
Propanoyl chloride, 3-bromo-2,2,3,3-tetrafluoro-	24
bis(2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-1-oxopropyl)peroxide	24
2-(2-Chloro-1,1,2,2-tetrafluoroethoxy)-1,1,2,2-tetrafluoroethane-1-sulfonyl azide	24
Decane, 1,1,1,2,2,3,3,4,4,7,7,8,8,9,9,10,10,10-octadecafluoro-	24
Phosphine, methylbis(pentafluoroethyl)-	24
9H,9H-Triacontafluoro-8,10-heptadecanedione	24
dodecafluorohex-2-ene	24
2-(1,1,2,2,3,3,3-heptafluoropropylsulfanyl)acetic Acid	24
2-chloro-2,3,3,3-tetrafluoropropanoyl bromide	24
3,4,4,4-tetrafluoro-3-(trifluoromethyl)but-1-yne	24
2,2,3,3,4,4,5,5,5-nonafluoropentanenitrile	24
1-[Chloro(fluoro)methoxy]-1,1,2,3,3,3-hexafluoropropane	24
1,1,2,2-Tetrafluoro-1-iodo-2-(trifluoromethoxy)ethane	24
Perfluoro-3,6,9-trioxadecanoic acid	24
1,1,1,5,5,6,6,7,7,8,8,8-dodecafluorooctane-2,4-dione	24
2-chloro-1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propane	24
Perfluoro-3,6-dioxadecanoic acid	24
1,1,1,2,3,3-Hexafluoro-3-(trichloromethoxy)propane	24
1-(Dichloromethoxy)-1,1,2,3,3,3-hexafluoropropane	24
3,3,4,4,5,5,5-heptafluoropentanal	24
Difluoro[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetic acid	24
Perfluoroheptanenitrile	24
1-[bromo(difluoro)methoxy]-1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethane	24
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradec-1-ene	24
Perfluoro-3,6,9-trioxaundecane-1,11-dioic acid	24
1,2-bis[bromo(difluoro)methoxy]-1,1,2,2-tetrafluoroethane	24
Perfluorodecanonitrile	24
1,1,1,5,5,6,6,7,7,8,8,9,9,10,10,10-hexadecafluorodecane-2,4-dione	24
4,4,5,5,6,6,6-heptafluorohex-2-ene	24
2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetyl Chloride	24
4,4-Bis(trifluoromethyl)-2H,3H-heptafluoroheptenoic acid	24
8H,8H-Perfluoropentadecane-7,9-dione	24
1,1,1,2,2,3,3-Heptafluoro-3-(1,2,2,2-tetrafluoro-1-iodoethoxy)propane	24
3,3,4,5,5,5-hexafluoropentan-2-one	24
5H-Octafluoropentanoyl chloride	24
4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pent-2-enoic acid	24
2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-icosafluoroundecanoyl Chloride	24
2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptanoyl Chloride	24
1,3-dibromo-1,4-dichloro-1,2,2,3,4,4-hexafluorobutane	24
1,1,1,2,2,6,6,7,7,7-decafluoroheptane-3,5-dione	24
2,2,3,3-tetrafluoropropanoyl chloride	24
2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptane-1,1-diol	24
1,3,5-Tribromo-1,6-dichloro-1,2,2,3,4,4,5,6,6-nonafluorohexane	24
Perfluoro-3-methylbutyl iodide	24
3,3,4,4,5,5,6,6,6-Nonafluorohexan-2-one	24
1-Iodo-1,2-bis(perfluoro-n-butyl)ethane	24
2,2,3,3,4,4,5,5-octafluoropentanoyl Bromide	24
1-Bromoperfluoro-2,5-dioxanonane	24
4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoronon-2-ene	24
1,1,1,3,3,3-Hexafluoro-2-(trichloromethyl)propan-2-ol	24
Perfluoro-3,6,9-trioxatridecanoic acid	24
Perfluoro-3,6-dioxaoctane-1,8-dioic acid	24
1-Chloro-6-iodoperfluorohexane	24
1,1,1,2,2,3,3,5,5,5-Decafluoro-4-iodo-4-(trifluoromethyl)pentane	24
1-Chloro-4-(4-chloro-1,1,2,2,3,3,4,4-octafluorobutoxy)-1,1,2,2,3,3,4,4-octafluorobutane	24
2-Chloro-1,1,1,3,3,4,4,5,5,5-decafluoro-2-(trifluoromethyl)pentane	24
1-Chloro-8-iodoperfluorooctane	24
1,1-dibromo-3,3,4,4,4-pentafluorobutan-2-one	24
2-bromo-2,3,3,3-tetrafluoropropanoyl chloride	24
Bis(heptafluoroisopropyl)mercury	24
2-bromo-1,1,1,3,3,4,4,5,5,5-decafluoro-2-(trifluoromethyl)pentane	24
3,3,3-Trifluoro-2-methyl-2-(trifluoromethyl)propanoic acid	24
3,3,3-Trifluoro-2-methyl-2-(trifluoromethyl)propanoyl fluoride	24
3-Bromo-4-chloropentafluorobutyric acid	24
1,1,1,2,2,3,3,7,7,8,8,9,9,9-Tetradecafluorononane-4,6-dione	24
3,3,4,4,5,5,5-Heptafluoro-1-iodo-1-pentene	24
3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooct-1-ene	24
(1-Chloro)tetrafluoro-1-iodoethane	24
2-Propanone, 1,1,1,3,3,3-hexafluoro-, oxime	24
2-Bromo-1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propane	24
1,1,2,2,3,3,4,4-Octafluoropentane	24
1,1,1,2,4,5,5,6,6,7,7,7-dodecafluoro-2,4-bis(trifluoromethyl)heptan-3-one	24
AGN-PC-03ENGJ	24
1,1,1,5,5,6,6,7,7,7-Decafluoroheptane-2,4-dione	24
3,3'-sulfanediylbis(4,4,5,5,6,6,6-heptafluorohexanoic acid)	24
3,3,4,4,5,5,6,6,7,7,8,8-DODECAFLUORO-2-OCTANOL	24
3,3,4,4,4-pentafluorobutan-2-one	24
3,3,4,4,5,5,6,6,7,7,7-Undecafluorohept-1-ene	24
Perfluorooctanenitrile	24
2,2-Dichlorotrifluoroethyl 1,1,3-trichlorotetrafluoropropyl ether	24
Iodononafluoro-t-butane	24
1,1-Dichloro-2,2,3,3-tetrafluoropropane	24
1-Bromo-1,1,2,2-tetrafluoro-2-iodoethane	24
1-Chloro-2-iodotetrafluoroethane	24
2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Hexadecafluorononanoyl chloride	24
Caroxin F	24
1,1,1,3,3,3-Hexafluoro(2-2H)propan-2-(2H)ol	24
2,2-Dichlorotrifluoroethyl chlorodifluoromethyl ether	24
3,3,4,4,4-Pentafluorobut-1-ene	24
Refrigerant 502	24
3,3,4,4,5,5,5-Heptafluoropentan-2-one	24
Ethane, 1-bromo-2-chloro-1,1,2,2-tetrafluoro-	24
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecene	24
Pentafluoropropanol	24
2,2-Dichloro-1,1-difluoroethyl difluoromethyl ether	24
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoronon-1-ene	24
1,1,1,5,5,6,6,6-Octafluoro-2,4-hexanedione	24
2,4-Pentanedione, 3-(1-hydroxy-2,2,2-trifluoro-1-(trifluoromethyl)ethyl)-	24
Bis(perfluorisopropyl) ketone	24
1-Propene, 1,2,3,3,3-pentafluoro-	24
1-Decene, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-	24
Propane, 1-bromo-1,1,2,2-tetrafluoro-	24
Propanoyl fluoride, 2,2,3,3-tetrafluoro-3-(trifluoromethoxy)-	24
3-Pentanone, 1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)-	24
Propane, 1-chloro-1,1,2,2-tetrafluoro-	24
Propane, 1,1,2,2-tetrafluoro-	24
1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)	24
1-Butanesulfonic acid, 1,1,2,2,3,3,4,4,4-nonafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)	24
1-Pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)	24
2-Pentene, 1,1,1,2,3,4,4,5,5,5-decafluoro-	24
1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-2-propenyl-	24
Methane, oxybis[difluoro-	24
1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)	24
2,2-Propanediol, 1,1,1,3,3,3-hexafluoro-	24
1-Octene, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-	24
1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-2-propenyl-	24
Dodecane, 1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-tetracosafluoro-12-iodo-2-(trifluoromethyl)-	24
Hexane, 1,1,1,2,3,3,4,4,5,5,6,6-dodecafluoro-6-iodo-2-(trifluoromethyl)-	24
Tetradecane, 1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14-octacosafluoro-14-iodo-2-(trifluoromethyl)-	24
Propanenitrile, pentafluoro-	24
Butanenitrile, heptafluoro-	24
Octane, 1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluoro-8-iodo-2-(trifluoromethyl)-	24
2-Butene, 1,1,1,2,3,4,4,4-octafluoro-	24
Decane, 1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-eicosafluoro-10-iodo-2-(trifluoromethyl)-	24
1H,1H,2H-Perfluoro-1-hexene	24
Hexafluoropropene oxide trimer	24
1,1,1,2-Tetrafluoroethane	24
Enflurane	24
1,1,1,2,5,5,5-Heptafluoro-4-methylpent-2-ene	25
2,3,3,3-Tetrafluoroprop-1-ene-1,1-dithiol	25
2,3,3,4,4,4-Hexafluorobut-1-ene-1,1-dithiol	25
4,4,5,5,6,6,6-Heptafluoro-3-oxohexanoic acid	25
(Dichloromethyl)(3,3,4,4,4-pentafluorobutan-2-yl)silane	25
O-Ethyl 3,3,3-trifluoro-2-(trifluoromethyl)propanethioate	25
1-Bromo-1,1,3,4,4,4-hexafluoro-3-(trifluoromethyl)butan-2-one	25
4,5,5,6,6,7,7,8,8,9,9,9-Dodecafluoronona-1,3-diene	25
1,1,1,6,6,6-Hexafluoro-2,5-bis(trifluoromethyl)hexa-2,3,4-triene	25
5,5,5-Trifluoro-4,4-bis(trifluoromethyl)pent-2-ene	25
2,4-Bis[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzene-1-sulfonyl chloride	25
1,1,1,7,7,7-Hexafluoro-2,2,6,6-tetrakis(trifluoromethyl)hept-3-ene	25
1-Chloro-1,1,2,3,3,4,4-heptafluoro-4-iodo-2-(trifluoromethyl)butane	25
Iodo(tridecafluorohexyl)mercury	25
Phosphoric acid--3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluorononan-1-ol (1/1)	25
Bromo(1,1,1,2,3,3,3-heptafluoropropan-2-yl)mercury	25
1,1,1,3,4,4,5,5,6,6-Decafluoro-2-(trifluoromethyl)hex-2-ene	25
3,4,4,5,5,5-Hexafluoro-2-(trifluoromethyl)pent-2-enoic acid	25
1,1,1,3,5,5,6,6,7,7,7-Undecafluoro-2,4-bis(trifluoromethyl)hept-3-ene	25
1,1,1,2,3,4,5,5,6,6,6-Undecafluoro-4-(trifluoromethyl)hex-2-ene	25
1-Chloro-1,1,2,2,4,5,5,5-octafluoro-4-(trifluoromethyl)pentan-3-one	25
1,5-Dideoxy-1,1,1,5,5,5-hexafluoro-2,4-di-C-fluoro-2,4-bis-O-(trifluoromethyl)pent-3-ulose	25
1,1,1,2,3,3-Hexafluoro-4-(1,1,2,2-tetrafluoroethoxy)pentane	25
3,3,3-Trifluoro-2-methyl-2-(trifluoromethyl)propanoyl chloride	25
Methyltris(2,2,3,3,3-pentafluoropropoxy)silane	25
4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanal	25
8-Bromo-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluorooctane	25
Diethyl (pentafluoroethyl)phosphonate	25
1,4-Bis(heptadecafluorooctyl)benzene	25
Ethoxy(2,2,3,3-tetrafluoropropoxy)phosphanolate	25
1,1,2,2,3,3-Hexafluoro-1,3-dinitrosopropane	25
1,1,1,3,3,3-Hexafluoro-2-(propyldisulfanyl)propane	25
3,4,4,5,5,6,6,7,7,8,8-Undecafluorooct-2-enoic acid	25
1-(1,1,2,2-Tetrafluoroethoxy)propadiene	25
1,1,1,2,5,5,6,6,6-Nonafluoro-3,4-bis(trifluoromethyl)hex-2-ene	25
3,5,5,6,6,6-Hexafluorohex-3-en-2-ol	25
2,3,3,4,4,5,5,6,6,7,7,7-Dodecafluoro-2-hydroxyheptanoic acid	25
5,5,6,6-Tetrafluoro-4-sulfanylhex-3-en-2-one	25
1,1,1,2,4,4,5,5-Octafluoro-5-iodo-2-(trifluoromethyl)pentan-3-one	25
1,1,1,2,2-Pentafluoroocta-4,6-dien-3-one	25
1,1,1,3,3-Pentafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-one	25
1,1,1,2,7,7,7-Heptafluoro-6-iodo-2,4-bis(trifluoromethyl)heptane	25
1,1,1-Trifluoro-2-(1,1,2,2-tetrafluoroethoxy)propane	25
1,1,1,2,5,5,5-Heptafluoro-4-iodo-2-(trifluoromethyl)pentane	25
Zinc trifluoroacetate--water (1/2/1)	25
1,1,1,3,3,5,5,7,7,9,9,11,11-Tridecafluoro-2,4,6,8,10-pentaoxadodecan-12-oic acid	25
1,1,1,3,3,5,5,7,7,9,9-Undecafluoro-2,4,6,8-tetraoxadecan-10-oic acid	25
Potassium trifluoro(pentafluoroethyl)borate(1-)	25
3,3,4,4,5,6,6,6-Octafluoro-5-(trifluoromethyl)hex-1-ene	25
Methyl 2,2,3,3,4,4,5-heptafluoro-5-oxopentanoate	25
2,3,3,3-Tetrafluoro-2-hydroxypropanoic acid	25
1,1,1,2,2,5,5,6,6,6-Decafluoro-3,4-bis(trifluoromethyl)hex-3-ene	25
3-(Tridecafluorohexyl)benzene-1-thiol	25
1,1,1-Trifluoro-2-(trifluoromethyl)pent-3-en-2-ol	25
Dichlorobis(1,1,2,2,3,3,6,6,6-nonafluorohexyl)silane	25
1,1-Dichloro-1,2,3,4,4,4-hexafluorobut-2-ene	25
Bis(1,1,1,2,3,3-hexafluoropropan-2-yl) but-2-enedioate	25
4-Chloro-3,3,4,4-tetrafluoro-1-iodobut-1-ene	25
5,5,5-Trifluoro-4,4-bis(trifluoromethyl)pent-1-yne	25
Hexafluoropropan-2-one--(~2~H_2_)water (1/3)	25
2,3,3,3-Tetrafluoro-1-iodoprop-1-ene	25
1,1,1,4,4,4-Hexafluoro-2-iodo-2-(trifluoromethyl)butane	25
2-(2-Bromo-1,1,2,2-tetrafluoroethoxy)-1,1,1,2,3,3,3-heptafluoropropane	25
2,3-Dibromo-1,1,1,2-tetrafluoropropane	25
2,4-Dibromo-1,1,1,4,4-pentafluoro-2-(trifluoromethyl)butane	25
(1Z)-1,2-Dibromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene	25
4-(Heptadecafluorooctyl)benzoic acid	25
1-Cyano-2,2,3,3,4,4,4-heptafluorobutyl dimethyl phosphate	25
7,7,8-Tribromo-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane	25
1,5-Dideoxy-1,1,1,5,5,5-hexafluoro-2,4-di-C-fluoro-2,4-bis-O-(heptafluoropropyl)pent-3-ulose	25
3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononanoic acid	25
1,1,2,2,3,3-Hexafluoro-1-methoxypropane	25
1,1,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooct-1-ene	25
Trichloro(3,3,4,4,5,5,5-heptafluoropentyl)silane	25
2-Ethyl-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanal	25
3,3,4,4,5,5,5-Heptafluoropentanoic acid	25
1,1,1,2,2,3,3,4-Octafluorohexane	25
4-(Undecafluoropentyl)benzoic acid	25
4-(Nonadecafluorononyl)benzoic acid	25
4-(Nonafluorobutyl)benzoic acid	25
4,4,5,5,5-Pentafluoropent-1-ene	25
1,1,1,2,2,3,3,4,4,5,5,6,6,8-Tetradecafluorooctane	25
8-Bromo-3,3,4,4,5,5,6,6,7,7,8,8-dodecafluorooct-1-ene	25
N,N,N-Tributylbutan-1-aminium nonafluorobutane-1-sulfonate	25
N,N,N-Tributylbutan-1-aminium heptadecafluorooctane-1-sulfonate	25
2-(3,3,4,4,5,5,6,6,6-Nonafluorohexane-1-sulfinyl)ethan-1-ol	25
2-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctane-1-sulfinyl)ethan-1-ol	25
4,4,5,5,5-Pentafluoropent-1-en-3-one	25
4-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid	25
1,1,1,2,3,3-Hexafluoro-4-methylpentane	25
1,1,1,2,3,3-Hexafluoropentane	25
3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid	25
(2,2-Dichloro-1,1,2-trifluoroethoxy)(difluoro)acetyl fluoride	25
4-Chloro-3,3,4,4-tetrafluorobutanal	25
Diethyl N-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)phosphoramidate	25
1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-1,6-dimethoxyhexane	25
3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl dihydrogen phosphate	25
1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Hexadecafluoro-1-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]-8-iodooctane	25
3,3,4,4,5,5,6,6-Octafluorohexan-2-one	25
Difluoro[bis(pentafluoroethyl)]phenyl-lambda~5~-phosphane	25
(Pentadecafluoroheptyl)benzene	25
5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluorodec-3-yn-2-one	25
4-(Heptafluoropropyl)benzoic acid	25
1,1,2,2,3,3,4,4-Octafluoro-1-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]-4-iodobutane	25
4,4,4-Trifluoro-3-(trifluoromethyl)but-2-enal	25
1,1,1,2,2,3,3,4,4,5,5,6,7,7-Tetradecafluoro-7-methoxyheptane	25
Methyl 2,2,3,3-tetrafluoro-3-(methylsulfanyl)propanoate	25
1,1,1,2,5,6,6,6-Octafluoro-3-iodo-2,5-bis(trifluoromethyl)hexane	25
[(Tridecafluorohexyl)sulfanyl]benzene	25
(1,2,2,2-Tetrafluoroethyl)benzene	25
[(Heptadecafluorooctyl)sulfanyl]benzene	25
Bis(heptafluoropropyl)(phenyl)phosphane	25
2,2,3,3,4,4,5,5-Octafluoro-1-methoxypentan-1-ol	25
5-Chloro-2,2,3,3,4,4,5,5-octafluoro-1-methoxypentan-1-ol	25
2,2,3,3-Tetrafluoro-1-methoxypropan-1-ol	25
Dimethyl [1,1,1-trifluoro-2-(trifluoromethyl)butan-2-yl]phosphonate	25
2,3,3,3-Tetrafluoro-2-(nonafluorobutoxy)propanoyl fluoride	25
{[(Heptafluoropropyl)sulfanyl]methyl}benzene	25
Methyl 2,2,3,3,4-pentafluoro-4-oxobutanoate	25
Difluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)acetyl fluoride	25
2,3,3,4,4,4-Hexafluorobut-1-ene	25
Diethyl (1,1,1,3,3,3-hexafluoropropan-2-yl)phosphonate	25
4,4,5,5,5-Pentafluoropent-2-ynenitrile	25
2-Chloro-1,1,1,4,4,5,5,5-octafluoro-2-(trifluoromethyl)pentan-3-one	25
(Tridecafluorohexyl)benzene	25
[(1,1,2,2-Tetrafluoroethyl)sulfanyl]benzene	25
1,1,2,2,3,3,4,4,5,5,6,6,7-Tridecafluoroheptane	25
3-[(Heptafluoropropyl)sulfanyl]benzoic acid	25
Diethyl (nonafluorobutyl)phosphonate	25
3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butan-2-one	25
4,4,5,5,5-Pentafluoro-2-(trifluoromethyl)pent-1-ene-1,3-dione	25
1,1,2,2,3,3,4,4,5-Nonafluoropentane	25
